,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
1363,SHLT[1]Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters to affected Syrian refugees,Camp Districts,Camps Syrian Boys (Age 0-17) provided with semi-permenant shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1362,SHLT[1]Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters to affected Syrian refugees,Camp Districts,Camps Syrian Girls (Age 0-17) provided with semi-permenant shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1364,SHLT[1]Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters to affected Syrian refugees,Camp Districts,Camps Syrian Men (Age 18 and above) provided with semi-permenant shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1361,SHLT[1]Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters to affected Syrian refugees,Camp Districts, provided with semi-permenant shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1378,SHLT[1]Camps Adequate Shelter & Services,[REF1.5]Construction of two more villages in Azraq camp,Camp Districts,Camps Syrian Boys (Age 0-17) provided with T-shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1377,SHLT[1]Camps Adequate Shelter & Services,[REF1.5]Construction of two more villages in Azraq camp,Camp Districts,Camps Syrian Girls (Age 0-17) provided with T-shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1379,SHLT[1]Camps Adequate Shelter & Services,[REF1.5]Construction of two more villages in Azraq camp,Camp Districts,Camps Syrian Men (Age 18 and above) provided with T-shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1376,SHLT[1]Camps Adequate Shelter & Services,[REF1.5]Construction of two more villages in Azraq camp,Camp Districts,Camps Syrian Women (Age 18 and above) provided with T-shelters,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1144,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1143,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1145,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1142,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1140,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1139,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1141,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1138,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1133,SHLT[2]Urban/Rural Adequate Shelter,[REF2.1]Upgrading of shelters to adequate standards,SyrRefRespRRP6,# of shelters upgraded to adequate standards,Indicator,,0,# of infrastruc,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1425,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1424,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1426,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1423,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1421,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1420,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1422,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1419,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1414,SHLT[2]Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,SyrRefRespRRP6,# of sealing off kits distributed to mitigate harsh weather conditions,Indicator,,0,# of kits,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1440,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1439,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1441,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1438,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1436,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1435,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1437,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1434,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1429,SHLT[2]Urban/Rural Adequate Shelter,[REF2.3]Provision of conditional cash for rent to vulnerable households,SyrRefRespRRP6,# of vulnerable households received conditional cash for rent assistance,Indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1455,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1454,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1456,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1453,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1451,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1450,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1452,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1449,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1444,SHLT[2]Urban/Rural Adequate Shelter,[REF2.4]Completion of unfinished housing units,SyrRefRespRRP6,# of housing units completed in unfinished buildings,Indicator,,0,# of units,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1470,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Host Community Boys (Age 0-17) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1469,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Host Community Girls (Age 0-17) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1471,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Host Community Men (Age 18 and above) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1468,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Host Community Women (Age 18 and above) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1466,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Urban/Rural Syrian Boys (Age 0-17) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1465,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Urban/Rural Syrian Girls (Age 0-17) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1467,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Urban/Rural Syrian Men (Age 18 and above) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1464,SHLT[2]Urban/Rural Adequate Shelter,"[REF2.5]Increasing awareness on housing, land and property laws",SyrRefRespRRP6,"Urban/Rural Syrian Women (Age 18 and above) receiving information messaging on housing, land and property",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1163,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1162,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1164,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1161,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1159,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1158,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1160,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1157,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1152,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,# of affordable housing units completed,Indicator,,0,# of housing units,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1150,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,# of financial awareness education programmes / monitoring and evaluation systems implemented,Indicator,,0,# of financial awareness education,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1149,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,# of model affordable houses developed and handed over to vulnerable women headed families,Indicator,,0,# of model houses,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1148,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Jordan Affordable Housing Program structure finalized and documented,Indicator,,0,#,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1151,SHLT[2]Urban/Rural Adequate Shelter,[RES2.1]Jordan affordable housing program,SyrRefRespRRP6,Jordan Affordable Housing Programme structure institutionalized and business plan finalized,Indicator,,0,YES=1/NO=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1168,SHLT[2]Urban/Rural Adequate Shelter,[RES2.2]Jordan housing sector reform,SyrRefRespRRP6,# Housing related policies revised,Indicator,,0,#,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1169,SHLT[2]Urban/Rural Adequate Shelter,[RES2.2]Jordan housing sector reform,SyrRefRespRRP6,"# of HUDC, MPWH and related agencies staff benefitted from capacity building programmes",Indicator,,0,# of HUDC,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1167,SHLT[2]Urban/Rural Adequate Shelter,[RES2.2]Jordan housing sector reform,SyrRefRespRRP6,# of Jordan housing market assessments developed,Indicator,,0,YES=1/NO=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1170,SHLT[2]Urban/Rural Adequate Shelter,[RES2.2]Jordan housing sector reform,SyrRefRespRRP6,Jordan National Housing Strategy developed and adopted,Indicator,,0,YES=1/NO=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1171,SHLT[2]Urban/Rural Adequate Shelter,[RES2.2]Jordan housing sector reform,SyrRefRespRRP6,"Policy, legal regulatory and institutional reforms implemented",Indicator,,0,#,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2002,SHLT[3]Environment,[RES3.1]Minimize negative environmental impact,SyrRefRespRRP6,Environmental assessments of impact of Syrian crisis on natural resources completed (Y/N),Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2004,SHLT[3]Environment,[RES3.1]Minimize negative environmental impact,SyrRefRespRRP6,Environmental management plans for individual JRP projects developed and implemented (Y/N),Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2003,SHLT[3]Environment,[RES3.1]Minimize negative environmental impact,SyrRefRespRRP6,Environmental screening of individual JRP projects conducted,Indicator,,0,#,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2022,SHLT[3]Environment,[RES3.2]Mitigate competition for nat.resources,SyrRefRespRRP6,# activities to increase the capacity for improved environmental law enforcement.,Indicator,,0,# activities,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2021,SHLT[3]Environment,[RES3.2]Mitigate competition for nat.resources,SyrRefRespRRP6,# of community awareness campaigns on sustainable uses of natural resources.,Indicator,,0,# of community,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2020,SHLT[3]Environment,[RES3.2]Mitigate competition for nat.resources,SyrRefRespRRP6,Sustainable income-generation schemes (green business and jobs) for vulnerable communities designed and completed (Y/N),Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2019,SHLT[3]Environment,[RES3.2]Mitigate competition for nat.resources,SyrRefRespRRP6,Vulnerability assessment to identity vulnerable geographical areas and groups conducted (Y/N),Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2040,SHLT[3]Environment,[RES3.3]Mngt hazardous medical waste,SyrRefRespRRP6,# training on medical waste management provided,Indicator,,0,# training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2039,SHLT[3]Environment,[RES3.3]Mngt hazardous medical waste,SyrRefRespRRP6,Accumulated medical waste in Swaqa abroad for disposal transferred Y/N,Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2038,SHLT[3]Environment,[RES3.3]Mngt hazardous medical waste,SyrRefRespRRP6,"Equipment for medical waste collection, transfer and disposal provided Y/N",Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2056,SHLT[3]Environment,[RES3.4]Air quality control & mngt,SyrRefRespRRP6,# of pollution mitigation mechanisms designed and equipment and tool provided,Indicator,,0,# of pollution mechanisms,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2057,SHLT[3]Environment,[RES3.4]Air quality control & mngt,SyrRefRespRRP6,Air quality monitoring systems in host communities Y/N,Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2055,SHLT[3]Environment,[RES3.4]Air quality control & mngt,SyrRefRespRRP6,Potential sources of air pollution identified and quantified Y/N,Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2215,SHLT[4]Energy (Resilience),[REF4.1]Increased contribution of solar energy,SyrRefRespRRP6,Reduced electricity consumption from the grid,Indicator,,0,%,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2074,SHLT[4]Energy (Resilience),[RES4.1]Solar water heaters,SyrRefRespRRP6,# Community awareness campaigns on renewable energy specifically on solar water heaters provided.,Indicator,,0,# Community awareness campaigns,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2073,SHLT[4]Energy (Resilience),[RES4.1]Solar water heaters,SyrRefRespRRP6,# Trainings on operation and maintenance for technicians from targeted host communities organized,Indicator,,0,# Trainings,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2072,SHLT[4]Energy (Resilience),[RES4.1]Solar water heaters,SyrRefRespRRP6,# solar water heaters installed,Indicator,,0,# solar water,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2090,SHLT[4]Energy (Resilience),[RES4.2]Energy efficient lighting,SyrRefRespRRP6,# awareness campaigns and advocacy  on  energy efficient lights and their benefits in energy savings organized,Indicator,,0,# awareness campaigns,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2093,SHLT[4]Energy (Resilience),[RES4.2]Energy efficient lighting,SyrRefRespRRP6,# energy efficient lights into buildings and residences to offset part of the incremental power demand arises from the Syrian crises installed,Indicator,,0,# energy efficient light,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2089,SHLT[4]Energy (Resilience),[RES4.2]Energy efficient lighting,SyrRefRespRRP6,# inefficient lighting units disposed in proper hazardous landfill site,Indicator,,0,# inefficient lighting units,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2091,SHLT[4]Energy (Resilience),[RES4.2]Energy efficient lighting,SyrRefRespRRP6,# training on energy efficiency technologies and development conducted,Indicator,,0,# training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2092,SHLT[4]Energy (Resilience),[RES4.2]Energy efficient lighting,SyrRefRespRRP6,Installation of PV solar systems in Jordanian host communities.,Indicator,,0,solar system,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2110,SHLT[4]Energy (Resilience),[RES4.3]Install PV solar systems,SyrRefRespRRP6,# Awareness campaigns and advocacy on PV solar systems conducted,Indicator,,0,# Awareness campaigns,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2109,SHLT[4]Energy (Resilience),[RES4.3]Install PV solar systems,SyrRefRespRRP6,"# Operations, maintenance, and  training on the PV solar systems for relevant institutions organized",Indicator,,0,#,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2108,SHLT[4]Energy (Resilience),[RES4.3]Install PV solar systems,SyrRefRespRRP6,# PV solar systems installed in host communities,Indicator,,0,# PV solar systems,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1190,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1189,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1191,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of bwnwf.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1188,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,#of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1198,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Host Community Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1197,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Host Community Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1199,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Host Community Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1196,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Host Community Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1194,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1193,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1195,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1192,WASH[1]Access to Safe Water,[REF1.1]Trucking to Communal facs.,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1206,WASH[1]Access to Safe Water,[REF1.2]Piped water networks,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
