mon,sort,na,aggmonit,aggmonit2,aggtarget,indicatorName,activityName,sect,ob,indicatorId.x,indicatorId.y,activityCategory.x,indicatorCategory.x,aggregation.x,units.x,reportingFrequency.x,locationTypeName.x,activityId.x,databaseId.x.x,indicatorCode.x,objective.x,sector.x,Category.x,activity2.x,activityCategory.y,indicatorCategory.y,aggregation.y,units.y,reportingFrequency.y,locationTypeName.y,activityId.y,databaseId.x.y,indicatorCode.y,objective.y,sector.y,Category.y,activity2.y
yes,no,90985,,90977,,"Urban/Rural Syrian Men (Age 18 and above) # of people receiving information messaging on housing, land, and property laws","[REF2.5]Increasing awareness on housing, land",SHELTER,Urban/Rural Adequate Shelter,2146393027,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14366,2300,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land",,,,,,,,,,,,,
yes,no,90982,,90977,,"Urban/Rural Syrian Women (Age 18 and above) # of people receiving information messaging on housing, land, and property laws","[REF2.5]Increasing awareness on housing, land",SHELTER,Urban/Rural Adequate Shelter,2146393028,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14366,2300,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land",,,,,,,,,,,,,
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,91010,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,%,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,": # of women, girls, boys or men receiving information messaging on housing, land and property","[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90977,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,out,,,,,Budgetary Requirement for 2015,"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,91009,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,USD $,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Camps Syrian Boys (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90980,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Camps Syrian Girls (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90979,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Camps Syrian Men (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90981,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Camps Syrian Women (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90978,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Host Community Boys (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90988,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Host Community Girls (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90987,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Host Community Men (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,91008,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Host Community Women (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90986,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90984,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90983,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90985,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),"[REF2.5]Increasing awareness on housing, land and property laws",SHELTER,Urban/Rural Adequate Shelter,,90982,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11231,1662,,Urban/Rural Adequate Shelter,SHELTER,Refugee,"Increasing awareness on housing, land and "
yes,yes,,,,,# of affordable housing units completed,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393037,86807,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# equipment,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of housing units,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,# of financial awareness education programmes / monitoring and evaluation systems implemented,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393038,91861,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# programm,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of financial awareness education,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,# of model affordable houses developed and handed over to vulnerable women headed families,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393039,86806,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of facilities,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of model houses,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,87499,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,%,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,out,,,,,Budgetary Requirement for 2015,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,86804,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,USD $,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,tosort,,,,,Camps Syrian Boys (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,86793,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,tosort,,,,,Camps Syrian Girls (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,86796,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,tosort,,,,,Camps Syrian Men (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,86799,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
no,tosort,,,,,Camps Syrian Women (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,,86802,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Host Community Boys (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393029,86792,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Host Community Girls (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393030,86795,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Host Community Men (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393031,86798,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Host Community Women (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393032,86801,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Jordan Affordable Housing Program structure finalized and documented,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393040,2144623445,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# assessment,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,#,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Jordan Affordable Housing Programme structure institutionalized and business plan finalized,[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393041,91862,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,YES=1/NO=0,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,YES=1/NO=0,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Urban/Rural Syrian Boys (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393033,86794,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Urban/Rural Syrian Girls (Age 0-17),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393034,86797,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Urban/Rural Syrian Men (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393035,86800,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,yes,,,,,Urban/Rural Syrian Women (Age 18 and above),[RES2.1]Jordan affordable housing program,SHELTER,Urban/Rural Adequate Shelter,2146393036,86803,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14367,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9728,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan affordable housing program
yes,no,,,,,# Housing related policies revised,[RES2.2]Jordan housing sector reform,SHELTER,Urban/Rural Adequate Shelter,2146393042,2144623446,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# assessment,1,SyrRefRespRRP6,14368,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform,,,,,,,,,,,,,
yes,no,,,,,"# of HUDC, MPWH and related agencies staff benefitted from capacity building programmes",[RES2.2]Jordan housing sector reform,SHELTER,Urban/Rural Adequate Shelter,2146393043,91864,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# of staff,1,SyrRefRespRRP6,14368,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform,,,,,,,,,,,,,
yes,no,,,,,# of Jordan housing market assessments developed,[RES2.2]Jordan housing sector reform,SHELTER,Urban/Rural Adequate Shelter,2146393044,86822,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,YES=1/NO=0,1,SyrRefRespRRP6,14368,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform,,,,,,,,,,,,,
yes,no,,,,,Jordan National Housing Strategy developed and adopted,[RES2.2]Jordan housing sector reform,SHELTER,Urban/Rural Adequate Shelter,2146393045,86823,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,YES=1/NO=0,1,SyrRefRespRRP6,14368,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform,,,,,,,,,,,,,
yes,no,,,,,"Policy, legal regulatory and institutional reforms implemented",[RES2.2]Jordan housing sector reform,SHELTER,Urban/Rural Adequate Shelter,2146393046,91863,SHLT[2]Urban/Rural Adequate Shelter,Indicator,0,# assessment,1,SyrRefRespRRP6,14368,2300,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform,,,,,,,,,,,,,
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,87500,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,%,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,out,,,,,Budgetary Requirement for 2015,[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86820,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Budget,0,USD $,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Camps Syrian Boys (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86809,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Camps Syrian Girls (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86812,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Camps Syrian Men (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86815,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Camps Syrian Women (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86818,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Host Community Boys (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86808,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Host Community Girls (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86811,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Host Community Men (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86814,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Host Community Women (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86817,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Urban/Rural Syrian Boys (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86810,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Urban/Rural Syrian Girls (Age 0-17),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86813,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Urban/Rural Syrian Men (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86816,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,na,,,,Urban/Rural Syrian Women (Age 18 and above),[RES2.2]Jordan housing sector reform ,SHELTER,Urban/Rural Adequate Shelter,,86819,,,,,,,,,,,,,,SHLT[2]Urban/Rural Adequate Shelter,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9729,1662,,Urban/Rural Adequate Shelter,SHELTER,Resilience,Jordan housing sector reform 
no,tosort,,,,,# of WGBM with access to potable water  as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87811,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Indicator,0,# of WGBM,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
no,tosort,,,,,# of WGBM with access to potable water in camps as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87808,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Indicator,0,# Of WGBM,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87795,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Budget,0,%,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
no,out,,,,,Budgetary Requirement for 2015,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87771,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Budget,0,USD$,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
no,tosort,,,,,Camps Syrian Boys (Age 0-17),[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87581,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
yes,no,,87581,87808,,Camps Syrian Boys (Age 0-17) with access to potable water  as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,2146393072,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14377,2300,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Girls (Age 0-17),[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87572,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
yes,no,,87572,87808,,Camps Syrian Girls (Age 0-17) with access to potable water  as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,2146393073,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14377,2300,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Men (Age 18 and above),[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87590,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of bwnwf.,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
yes,no,,87590,87808,,Camps Syrian Men (Age 18 and above) with access to potable water  as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,2146393074,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14377,2300,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Women (Age 18 and above),[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,,87563,,,,,,,,,,,,,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,#of benef.,0,SyrRefRespRRP6,9955,1662,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.
yes,no,,87563,87808,,Camps Syrian Women (Age 18 and above) with access to potable water  as per the agreed minimum standards.,[REF1.1]Trucking to Communal facs.,WASH,Access to Safe Water,2146393075,,WASH[1]Access to Safe Water,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14377,2300,,Access to Safe Water,WASH,Refugee,Trucking to Communal facs.,,,,,,,,,,,,,
