"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"8616","SHELTER","01/02/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Boys","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa ar Ramtha","North","Camp"
"8618","SHELTER","01/09/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",38,"Individual","Mafraq Governorate","North",""
"8658","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",20,"Individual","Liwa Qasabat Irbid","North","Urban"
"8666","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"ZARQA","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1712",83,"Individual","Zarqa Governorate","North","Urban"
"8675","SHELTER","01/06/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",41,"Individual","Irbid Governorate","North","Urban"
"8688","SHELTER","01/03/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"ZARQA","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1712",30,"Individual","Azraq City","North","Urban"
"8689","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",17,"Individual","Jarash City","North","Urban"
"8705","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",46,"Individual","Jarash City","North","Urban"
"8720","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",23,"Individual","Liwa al Kurah","North","Camp"
"8724","SHELTER","01/07/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MADABA","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1710",62,"Individual","Madaba Governorate","Center",""
"8749","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",53,"Individual","Liwa al Kurah","North","other Affected"
"8805","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",110,"Individual","Liwa Qasabat Irbid","North","Urban"
"8817","SHELTER","01/04/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",77,"#","Liwa ar Ramtha","North",""
"8826","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Men","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1711",321,"Individual","Mafraq Governorate","North","Urban"
"8845","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAAN","Girls","DRC","   Urban areas - ","Direct appeal","None","No","3","1709",124,"Individual","Maan City","South","Urban"
"8856","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",49,"#","Liwa Bani Ubayid","North",""
"8864","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",89,"Individual","Liwa Bani Ubayid","North","Camp"
"8865","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",49,"Individual","Liwa Bani Ubayid","North","Camp"
"8872","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",48,"Individual","Liwa Bani Ubayid","North","Urban"
"8878","SHELTER","01/08/2014","2. Planned Site","5. T-shelter units provided and maintained",,"AzraqCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",1097,"Individual","Azraq Camp","2","Camp"
"8897","SHELTER","01/09/2014","1. Host Communities","5. Increased awareness about tenure","NA","MAFRAQ","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",338,"#","Liwa Qasabat al Mafraq","North",""
"8899","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",26,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"8901","SHELTER","01/05/2014","1. Host Communities","5. Increased awareness about tenure","NA","MAFRAQ","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",94,"#","Liwa Qasabat al Mafraq","North",""
"8908","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",43,"Individual","Liwa Qasabat Irbid","North","Camp"
"8915","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",200,"Individual","Liwa Qasabat Irbid","North","Urban"
"8918","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",192,"Individual","Liwa Bani Ubayid","North","Urban"
"8919","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",99,"#","Liwa Qasabat Irbid","North",""
"8920","SHELTER","01/09/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"MAFRAQ","Boys","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",88,"Individual","Mafraq Governorate","North","Camp"
"8931","SHELTER","01/01/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"ZARQA","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",198,"Individual","Zarqa City","North","Urban"
"8933","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",37,"Individual","Mafraq Governorate","North","Urban"
"8936","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",11,"#","Liwa at Tayyibah","North",""
"8942","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",62,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"8944","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"8949","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",36,"#","Liwa Qasabat Irbid","North",""
"8955","SHELTER","01/05/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",2614,"Individual","Zaatari Camp (all district)","2",""
"8961","SHELTER","01/12/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1711",50,"Individual","Mafraq Governorate","North",""
"8962","SHELTER","01/05/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",36,"Individual","Mafraq Governorate","North","Urban"
"8966","SHELTER","01/12/2013","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MADABA","","ICMC","   Urban areas - ","Direct appeal","None","Yes","2","1710",20,"Individual","Madaba City","Center",""
"8983","SHELTER","01/03/2014","2. Planned Site","2. Infrastructure development & maintenance","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",42932,"m2","Zaatari Camp (all district)","2",""
"8993","SHELTER","01/02/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",2011,"Individual","Zaatari Camp (all district)","2","Camp"
"9000","SHELTER","01/09/2014","2. Planned Site","5. T-shelter units provided and maintained",,"AzraqCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",1133,"Individual","Azraq Camp","2","Camp"
"9002","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"JARASH","Girls","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1708",187,"Individual","Liwa Qasabat Jarash","North","Urban"
"9015","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",445,"Individual","Liwa Qasabat Irbid","North",""
"9020","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"MADABA","Women","Caritas","   Urban areas - ","Indirect appeal","None","Yes","2","1710",51,"Individual","Madaba Governorate","Center","Urban"
"9032","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",57,"Individual","Jarash City","North","other Affected"
"9041","SHELTER","01/10/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"9045","SHELTER","01/10/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",286,"Individual","Irbid Governorate","North","Camp"
"9046","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","ZARQA","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",145,"Individual","Zarqa City","North",""
"9048","SHELTER","01/03/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1,"Individual","Irbid Governorate","North","Urban"
"9050","SHELTER","01/04/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",3,"Individual","Irbid Governorate","North","Camp"
"9051","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",184,"Individual","Irbid Governorate","North","Urban"
"9052","SHELTER","01/07/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Irbid Governorate","North","Urban"
"9053","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",60,"Individual","Liwa Qasabat Irbid","North",""
"9061","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",31,"#","Liwa al Mazar ash Shamali","North",""
"9077","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",17,"Individual","Liwa at Tayyibah","North","Camp"
"9120","SHELTER","01/07/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Boys","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",36,"Individual","Mafraq Governorate","North","Camp"
"9122","SHELTER","01/07/2014","2. Planned Site","5. T-shelter units provided and maintained","NA","AzraqCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",681,"#","Azraq Camp","2",""
"9125","SHELTER","01/05/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",2833,"#","Zaatari Camp (all district)","2",""
"9133","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Girls","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",38,"Individual","Mafraq Governorate","North","Urban"
"9135","SHELTER","01/08/2014","2. Planned Site","5. T-shelter units provided and maintained","NA","AzraqCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",1340,"#","Azraq Camp Village 3","2",""
"9143","SHELTER","01/06/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",340,"Individual","Zaatari Camp (all district)","2","Camp"
"9146","SHELTER","01/06/2014","2. Planned Site","1. Site planning & development","NA","AzraqCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",100725,"m2","Azraq Camp Village 3","2",""
"9151","SHELTER","01/06/2014","2. Planned Site","2. Infrastructure development & maintenance","NA","AzraqCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",1800,"m2","Azraq Camp","2",""
"9154","SHELTER","01/07/2014","1. Host Communities","5. Increased awareness about tenure","NA","KARAK","","Caritas","   Urban areas - ","Direct appeal","None","Yes","3","1704",36,"#","Karak Governorate","South",""
"9162","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",158,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"9177","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Women","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1711",391,"Individual","Mafraq Governorate","North","Urban"
"9178","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"ZARQA","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",124,"Individual","Zarqa City","North","Urban"
"9223","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North","other Affected"
"9227","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure","NA","MAFRAQ","","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1711",170,"#","Mafraq City","North",""
"9228","SHELTER","01/12/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",680,"Individual","Zaatari Camp (all district)","2","Camp"
"9246","SHELTER","01/03/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",82,"Individual","Irbid Governorate","North","Urban"
"9259","SHELTER","01/09/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",217,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"9260","SHELTER","01/04/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",4,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"9268","SHELTER","01/04/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1707",31,"Individual","Irbid City","North",""
"9275","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",105,"Individual","Liwa Qasabat Irbid","North","Urban"
"9313","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"ZARQA","Boys","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",538,"Individual","Zarqa City","North","Camp"
"9323","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",15,"Individual","Jarash City","North","Urban"
"9324","SHELTER","01/11/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Girls","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",286,"Individual","Zaatari Camp (all district)","2","Camp"
"9337","SHELTER","31/01/2015","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",874,"#","Zaatari Camp (all district)","2",""
"9342","SHELTER","01/10/2014","2. Planned Site","5. T-shelter units provided and maintained","NA","AzraqCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",288,"#","Azraq Camp Village 3","2",""
"9345","SHELTER","01/07/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",38,"Individual","Mafraq Governorate","North",""
"9372","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",54,"Individual","Liwa al Kurah","North","Urban"
"9381","SHELTER","01/12/2014","1. Host Communities","5. Increased awareness about tenure",,"MADABA","Men","Caritas","   Urban areas - ","Indirect appeal","None","Yes","2","1710",52,"Individual","Madaba Governorate","Center","Urban"
"9411","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"MADABA","Men","Caritas","   Urban areas - ","Indirect appeal","None","Yes","2","1710",49,"Individual","Madaba Governorate","Center","Urban"
"9421","SHELTER","01/03/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"ZARQA","Women","MC","   Urban areas - ","Direct appeal","None","Yes","1","1712",32,"Individual","Azraq City","North","Urban"
"9422","SHELTER","01/04/2014","2. Planned Site","4. Semi-permanent shelter provided","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",524,"#","Zaatari Camp (all district)","2",""
"9441","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa at Tayyibah","North","Urban"
"9442","SHELTER","01/12/2014","2. Planned Site","2. Infrastructure development & maintenance","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",6000,"m2","Zaatari Camp (all district)","2",""
"9453","SHELTER","01/07/2014","2. Planned Site","5. T-shelter units provided and maintained",,"AzraqCamp","Girls","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",2005,"Individual","Azraq Camp","2","Camp"
"9482","SHELTER","01/08/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"9501","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa al Mazar ash Shamali","North",""
"9506","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",95,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"9515","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"TAFILAH","Men","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",79,"Individual","At Tafilah City","South","Urban"
"9517","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"ZARQA","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1712",87,"Individual","Zarqa Governorate","North","Urban"
"9522","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","ZARQA","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",275,"#","Zarqa City","North",""
"9526","SHELTER","01/05/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1711",2,"Individual","Mafraq City","North",""
"9528","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",12,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"9535","SHELTER","01/11/2014","1. Host Communities","5. Increased awareness about tenure",,"MADABA","Women","Caritas","   Urban areas - ","Indirect appeal","None","Yes","2","1710",48,"Individual","Madaba Governorate","Center","Urban"
"9545","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","TAFILAH","","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",106,"#","At Tafilah City","South",""
"9559","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"TAFILAH","Girls","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",59,"Individual","At Tafilah City","South","Urban"
"9584","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",11,"#","Liwa al Mazar ash Shamali","North",""
"9597","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"9610","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","TAFILAH","","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",50,"Individual","At Tafilah City","South",""
"9643","SHELTER","01/08/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"MAFRAQ","Women","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",43,"Individual","Mafraq Governorate","North","Urban"
"9659","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",24,"Individual","Jarash City","North","Urban"
"9667","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available","NA","JARASH","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",135,"Individual","Jarash City","North",""
"9676","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",43,"Individual","Jarash City","North","Camp"
"9692","SHELTER","01/02/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1711",537,"Individual","Mafraq Governorate","North",""
"9696","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"JARASH","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1708",163,"Individual","Liwa Qasabat Jarash","North","Urban"
"9701","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",32,"Individual","Jarash City","North","Camp"
"9711","SHELTER","01/10/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",228,"Individual","Zaatari Camp (all district)","2","Camp"
"9717","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",77,"Individual","Jarash City","North","other Affected"
"9719","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Boys","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",37,"Individual","Mafraq Governorate","North","Camp"
"9727","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"TAFILAH","Women","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",84,"Individual","At Tafilah City","South","Urban"
"9730","SHELTER","31/01/2015","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Women","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",682,"Individual","Zaatari Camp (all district)","2","Camp"
"9733","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",3,"Individual","Jarash City","North","Urban"
"9799","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",213,"Individual","Liwa al Kurah","North","other Affected"
"9805","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",135,"Individual","Jarash City","North","other Affected"
"9812","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",7,"Individual","Jarash City","North","Urban"
"9814","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",213,"Individual","Liwa al Kurah","North",""
"9910","SHELTER","01/02/2014","2. Planned Site","4. Semi-permanent shelter provided","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",538,"#","Zaatari Camp (all district)","2",""
"9920","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Boys","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1711",16,"Individual","Mafraq Governorate","North","Camp"
"9937","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",8,"Individual","Jarash City","North","Urban"
"9994","SHELTER","01/07/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","ZARQA","","JHAS","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",43,"#","Zarqa Governorate","North",""
"10001","SHELTER","01/05/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",2,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"10003","SHELTER","01/08/2014","2. Planned Site","2. Infrastructure development & maintenance","NA","AzraqCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",65703,"m2","Azraq Camp","2",""
"10011","SHELTER","01/07/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",534,"#","Zaatari Camp (all district)","2",""
"10016","SHELTER","01/06/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa ar Ramtha","North","Urban"
"10017","SHELTER","01/05/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",57,"Individual","Liwa ar Ramtha","North","Urban"
"10028","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","ZARQA","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1712",127,"Individual","Zarqa City","North",""
"10029","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"JARASH","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1708",10,"Individual","Jarash City","North","Urban"
