"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"11136","Resilience","RI","Country Wide","EDU[RES1.2]Recognition of learning JOR","[RES1.2.2]Recognition of Post Basic","EDUCATION","direct",1500000,1,"Country Wide Intervention"
"11140","Resilience","UNDP","Country Wide","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.2]Expand NAF (JOR)","BASIC NEEDS","direct",1091902,1,"Country Wide Intervention"
"11142","Resilience","UNDP","Country Wide","ENV[RES3.1]Air Quality","[RES3.1.1]Monitoring Network","ENVIRONMENT","direct",50000,1,"Country Wide Intervention"
"11146","Resilience","UNDP","Country Wide","ENV[RES1.2]Sust. Livelihoods","[RES1.2.1]Feasibility Assessment","ENVIRONMENT","direct",250000,1,"Country Wide Intervention"
"11151","Resilience","WVI","Country Wide","ENV[RES4.1]JRP X-cutting","[RES4.1.1]Mainstream ENV in JRP projects","ENVIRONMENT","direct",212799.26,1,"Country Wide Intervention"
"11154","Resilience","UNDP","Country Wide","ENV[RES4.1]JRP X-cutting","[RES4.1.1]Mainstream ENV in JRP projects","ENVIRONMENT","direct",1e+05,1,"Country Wide Intervention"
"11158","Resilience","UNDP","Country Wide","ENV[RES3.1]Air Quality","[RES3.1.2]Assessment of Emitters","ENVIRONMENT","direct",250000,1,"Country Wide Intervention"
"11160","Resilience","FAO","Country Wide","FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.1]Agr/Liv/Nat Resource programming im","FOOD/LIVELIHOOD","indirect",6e+05,1,"Country Wide Intervention"
"11161","Resilience","UNDP","Country Wide","ENV[RES3.1]Air Quality","[RES3.1.3]Cleaner Prod. Approaches","ENVIRONMENT","direct",0,1,"Country Wide Intervention"
"11162","Resilience","FAO","Country Wide","FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.2]DoS FS monitoring system","FOOD/LIVELIHOOD","indirect",1e+05,1,"Country Wide Intervention"
"11164","Resilience","FAO","Country Wide","FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.3]FS Strategy","FOOD/LIVELIHOOD","indirect",1e+05,1,"Country Wide Intervention"
"11168","Resilience","UNESCO","Country Wide","EDU[RES2.1]Teacher Training JOR","[RES2.1.2]In-Service Training","EDUCATION","indirect",5e+05,1,"Country Wide Intervention"
"11169","Resilience","UNDP","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.1]Cash for Work for JOR","FOOD/LIVELIHOOD","direct",1824718,1,"Country Wide Intervention"
"11175","Resilience","UNFPA","Country Wide","HLTH[RES2.1]2ndary / Tertiary","[RES2.1.5]Comprehensive Women","HEALTH","indirect",1500000,1,"Country Wide Intervention"
"11177","Resilience","UNFPA","Country Wide","HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","HEALTH","indirect",150000,1,"Country Wide Intervention"
"11179","Resilience","UNDP","Country Wide","ENV[RES2.2]Swaqa Dumping Site","[RES2.2.2]Mech.for cleaning up site","ENVIRONMENT","direct",0,1,"Country Wide Intervention"
"11183","Resilience","UNICEF","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","PROTECTION","indirect",1e+05,1,"Country Wide Intervention"
"11186","Resilience","UNICEF","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","PROTECTION","indirect",5e+05,1,"Country Wide Intervention"
"11189","Resilience","WVI","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","PROTECTION","",48820,1,"Country Wide Intervention"
"11195","Resilience","UNDP","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.2]Skills Training for JOR","FOOD/LIVELIHOOD","direct",3255434.89,1,"Country Wide Intervention"
"11197","Resilience","UNDP","Country Wide","ENV[RES4.1]JRP X-cutting","[RES4.1.2]EIA procedures","ENVIRONMENT","direct",3e+05,1,"Country Wide Intervention"
"11198","Resilience","UNDP","Country Wide","ENV[RES1.1]Rehab Ecosystems","[RES1.1.4]Awareness programmes","ENVIRONMENT","direct",50000,1,"Country Wide Intervention"
"11205","Resilience","WHO","Country Wide","HLTH[RES3.1]Community Interventions","[RES3.1.2]Comm Rehab services","HEALTH","direct",150000,1,"Country Wide Intervention"
"11207","Resilience","WVI","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.3]Families mobilized","PROTECTION","direct",48820,1,"Country Wide Intervention"
"11208","Resilience","UNDP","Country Wide","FOOD/LIV[3.1]Farm Households","[RES3.1.2]Increase Capacity","FOOD/LIVELIHOOD","direct",5e+05,1,"Country Wide Intervention"
"11213","Resilience","UNDP","Country Wide","ENV[RES2.1]Medical Waste","[RES2.1.3]Local MW mngt plans","ENVIRONMENT","direct",50000,1,"Country Wide Intervention"
"11215","Resilience","UNDP","Country Wide","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.1]Assessment of Impact on Soc.Prot","BASIC NEEDS","direct",150000,1,"Country Wide Intervention"
"11219","Resilience","RI","Country Wide","EDU[RES3.4]Tertiary for JOR","[RES3.4.4]Vocat. Training","EDUCATION","direct",1500000,1,"Country Wide Intervention"
"11225","Resilience","WFP","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","FOOD/LIVELIHOOD","indirect",5022889,1,"Country Wide Intervention"
"11230","Resilience","UNDP","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","FOOD/LIVELIHOOD","direct",7372889,1,"Country Wide Intervention"
"11236","Resilience","UNFPA","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.3]Medical Equip/Supplies","HEALTH","indirect",2500000,1,"Country Wide Intervention"
"11239","Resilience","UNICEF","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","PROTECTION","indirect",4757500,1,"Country Wide Intervention"
"11240","Resilience","UNDP","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","ENERGY","direct",750000,1,"Country Wide Intervention"
"11242","Resilience","UNDP","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.4]Social Cohesion for JOR","FOOD/LIVELIHOOD","direct",180000,1,"Country Wide Intervention"
"11250","Resilience","UNDP","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","FOOD/LIVELIHOOD","direct",6666927,1,"Country Wide Intervention"
"11253","Resilience","RI","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.2]Skills Training for JOR","FOOD/LIVELIHOOD","direct",2e+05,1,"Country Wide Intervention"
"11255","Resilience","RI","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","FOOD/LIVELIHOOD","direct",2e+05,1,"Country Wide Intervention"
"11260","Resilience","WFP","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","FOOD/LIVELIHOOD","indirect",4018311,1,"Country Wide Intervention"
"11264","Resilience","WFP","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","FOOD/LIVELIHOOD","indirect",2678875,1,"Country Wide Intervention"
"11269","Resilience","RI","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","FOOD/LIVELIHOOD","direct",2e+05,1,"Country Wide Intervention"
"11274","Resilience","WVI","Country Wide","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","EDUCATION","direct",212799.26,1,"Country Wide Intervention"
"11276","Resilience","UNDP","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","JUSTICE","direct",3e+05,1,"Country Wide Intervention"
"11277","Resilience","UNDP","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","ENERGY","direct",3e+06,1,"Country Wide Intervention"
"11281","Resilience","UNDP","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.4]Enhanced info exchange","JUSTICE","direct",2e+05,1,"Country Wide Intervention"
"11287","Resilience","RI","Country Wide","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","EDUCATION","direct",1500000,1,"Country Wide Intervention"
"11289","Resilience","UNDP","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","FOOD/LIVELIHOOD","direct",6417717,1,"Country Wide Intervention"
"11298","Resilience","UNDP","Country Wide","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.3]Capacity fo Voc. Training Providers","FOOD/LIVELIHOOD","direct",428190,1,"Country Wide Intervention"
"11300","Resilience","IMC","Country Wide","HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","HEALTH","direct",73880,1,"Country Wide Intervention"
"11305","Resilience","UNDP","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","FOOD/LIVELIHOOD","direct",1e+06,1,"Country Wide Intervention"
"11313","Resilience","Questcope","Country Wide","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","EDUCATION","direct",375000,1,"Country Wide Intervention"
"11316","Resilience","UNDP","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","FOOD/LIVELIHOOD","direct",6e+05,1,"Country Wide Intervention"
"11318","Resilience","ILO","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.3]MoL Info Mngt system","FOOD/LIVELIHOOD","direct",6e+05,1,"Country Wide Intervention"
"11324","Resilience","UNDP","Country Wide","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","FOOD/LIVELIHOOD","direct",9131635,1,"Country Wide Intervention"
"11326","Resilience","UNOPS","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","ENERGY","direct",4e+06,1,"Country Wide Intervention"
"11327","Resilience","FAO","Country Wide","FOOD/LIV[3.1]Farm Households","[RES3.1.1]New technologies","FOOD/LIVELIHOOD","indirect",1e+06,1,"Country Wide Intervention"
"11336","Resilience","Questcope","Country Wide","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","EDUCATION","direct",2457304,1,"Country Wide Intervention"
"11338","Resilience","FAO","Country Wide","FOOD/LIV[3.2]TAD","[RES3.2.2]Animal Health","FOOD/LIVELIHOOD","indirect",1e+06,1,"Country Wide Intervention"
"11340","Resilience","UNDP","Country Wide","FOOD/LIV[3.2]TAD","[RES3.2.2]Animal Health","FOOD/LIVELIHOOD","direct",1e+06,1,"Country Wide Intervention"
"11344","Resilience","UNOPS","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","ENERGY","direct",3e+06,1,"Country Wide Intervention"
"11348","Resilience","UNDP","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","ENERGY","direct",5e+06,1,"Country Wide Intervention"
"11352","Resilience","UNHCR","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","ENERGY","indirect",10000,1,"Country Wide Intervention"
"11355","Resilience","UNHCR","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","ENERGY","indirect",10000,1,"Country Wide Intervention"
"11358","Resilience","UNOPS","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","ENERGY","direct",750000,1,"Country Wide Intervention"
"11361","Resilience","UNWOMEN","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","PROTECTION","direct",150000,1,"Country Wide Intervention"
"11367","Resilience","UNOPS","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","ENERGY","direct",750000,1,"Country Wide Intervention"
"11370","Resilience","UNHCR","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","ENERGY","indirect",65000,1,"Country Wide Intervention"
"11371","Resilience","UNDP","Country Wide","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","ENERGY","direct",170000,1,"Country Wide Intervention"
"11373","Resilience","UNDP","Country Wide","MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","MUNICIPALITY","direct",5e+06,1,"Country Wide Intervention"
"11377","Resilience","UNDP","Country Wide","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","FOOD/LIVELIHOOD","direct",3065852,1,"Country Wide Intervention"
"11380","Resilience","UNDP","Country Wide","MUN[RES1.2]SWM","[RES1.2.1]Equipment purchased","MUNICIPALITY","direct",57000,1,"Country Wide Intervention"
"11383","Resilience","UNDP","Country Wide","MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","MUNICIPALITY","direct",350000,1,"Country Wide Intervention"
"11386","Resilience","UNHCR","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","ENERGY","indirect",15000,1,"Country Wide Intervention"
"11391","Resilience","UNOPS","Country Wide","MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","MUNICIPALITY","direct",1.5e+07,1,"Country Wide Intervention"
"11395","Resilience","RI","Country Wide","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","FOOD/LIVELIHOOD","direct",2e+05,1,"Country Wide Intervention"
"11401","Resilience","UNOPS","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","ENERGY","direct",2e+06,1,"Country Wide Intervention"
"11403","Resilience","UNHABITAT","Country Wide","SHLT[RES2.4]Affordable Housing","[RES2.4.2]Info/Outreach strategy","SHELTER","direct",134679165,1,"Country Wide Intervention"
"11406","Resilience","UNOPS","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","direct",6e+06,1,"Country Wide Intervention"
"11409","Resilience","UNHCR","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","indirect",2.3e+07,1,"Country Wide Intervention"
"11415","Resilience","UNICEF","Country Wide","HLTH[RES2.1]2ndary / Tertiary","[RES2.1.5]Comprehensive Women","HEALTH","indirect",711000,1,"Country Wide Intervention"
"11420","Resilience","UNDP","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","ENERGY","direct",5e+06,1,"Country Wide Intervention"
"11424","Resilience","RI","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","FOOD/LIVELIHOOD","direct",2e+05,1,"Country Wide Intervention"
"11431","Resilience","UNHCR","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","ENERGY","indirect",3e+06,1,"Country Wide Intervention"
"11433","Resilience","UNDP","Country Wide","MUN[RES2.2]LDU linkages","[RES2.2.4]Vert/Horiz Accountability","MUNICIPALITY","direct",347000,1,"Country Wide Intervention"
"11439","Resilience","UNDP","Country Wide","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","ENERGY","direct",5e+06,1,"Country Wide Intervention"
"11441","Resilience","WVI","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","FOOD/LIVELIHOOD","direct",48820,1,"Country Wide Intervention"
"11442","Resilience","IMC","Country Wide","HLTH[RES3.1]Community Interventions","[RES3.1.2]Comm Rehab services","HEALTH","direct",89822,1,"Country Wide Intervention"
"11443","Resilience","UNDP","Country Wide","MUN[RES3.1]Local Public Sector Services","[RES3.1.3]SOPs for core functions","MUNICIPALITY","direct",151300,1,"Country Wide Intervention"
"11451","Resilience","UNDP","Country Wide","ENV[RES2.1]Medical Waste","[RES2.1.1]MW practices assessed","ENVIRONMENT","direct",250000,1,"Country Wide Intervention"
"11454","Resilience","FAO","Country Wide","FOOD/LIV[3.1]Farm Households","[RES3.1.2]Increase Capacity","FOOD/LIVELIHOOD","indirect",1e+06,1,"Country Wide Intervention"
"11457","Resilience","FAO","Country Wide","FOOD/LIV[3.2]TAD","[RES3.2.1]TAD surveillance","FOOD/LIVELIHOOD","indirect",5e+05,1,"Country Wide Intervention"
"11459","Resilience","WHO","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.2]Human resources strengthened","HEALTH","direct",2e+05,1,"Country Wide Intervention"
"11463","Resilience","FAO","Country Wide","FOOD/LIV[3.3]Agric Tech","[RES3.3.1]Climate-Smart Tech","FOOD/LIVELIHOOD","indirect",1300000,1,"Country Wide Intervention"
"11465","Resilience","UNHABITAT","Country Wide","MUN[RES3.3]Urban Financing","[RES3.3.1]Awarenesss and outreach teams","MUNICIPALITY","direct",161160,1,"Country Wide Intervention"
"11467","Resilience","FAO","Country Wide","FOOD/LIV[3.3]Agric Tech","[RES3.3.2]Increase capacity of MoA","FOOD/LIVELIHOOD","indirect",5e+05,1,"Country Wide Intervention"
"11472","Resilience","UNDP","Country Wide","FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.1]Harvesting/Range Mngt","FOOD/LIVELIHOOD","direct",150000,1,"Country Wide Intervention"
"11476","Resilience","FAO","Country Wide","FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.1]Harvesting/Range Mngt","FOOD/LIVELIHOOD","indirect",3e+05,1,"Country Wide Intervention"
"11479","Resilience","UNDP","Country Wide","ENV[RES1.1]Rehab Ecosystems","[RES1.1.3]Capacities enhanced","ENVIRONMENT","direct",50000,1,"Country Wide Intervention"
"11480","Resilience","FAO","Country Wide","FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.2]Increased animal wealth","FOOD/LIVELIHOOD","indirect",3e+05,1,"Country Wide Intervention"
"11484","Resilience","UNICEF","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","HEALTH","",329000,1,"Country Wide Intervention"
"11488","Resilience","UNICEF","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","PROTECTION","indirect",40000,1,"Country Wide Intervention"
"11489","Resilience","UNICEF","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.3]Medical Equip/Supplies","HEALTH","indirect",1012000,1,"Country Wide Intervention"
"11490","Resilience","RI","Country Wide","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.1]Cash for Work for JOR","FOOD/LIVELIHOOD","direct",3e+05,1,"Country Wide Intervention"
"11494","Resilience","UNDP","Country Wide","ENV[RES2.1]Medical Waste","[RES2.1.2]MW Capacity improved","ENVIRONMENT","direct",50000,1,"Country Wide Intervention"
"11499","Resilience","UNDP","Country Wide","ENV[RES2.2]Swaqa Dumping Site","[RES2.2.1]Master upgrading plan","ENVIRONMENT","direct",2e+05,1,"Country Wide Intervention"
"11501","Resilience","WHO","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.2]EPIs","HEALTH","direct",4e+05,1,"Country Wide Intervention"
"11503","Resilience","IOM","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.2]EPIs","HEALTH","direct",650000,1,"Country Wide Intervention"
"11506","Resilience","IOM","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.3]Comm diseases","HEALTH","direct",312500,1,"Country Wide Intervention"
"11508","Resilience","WHO","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.3]Comm diseases","HEALTH","direct",75000,1,"Country Wide Intervention"
"11512","Resilience","UNICEF","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","PROTECTION","indirect",304693,1,"Country Wide Intervention"
"11518","Resilience","UNFPA","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","HEALTH","indirect",1200000,1,"Country Wide Intervention"
"11519","Resilience","WVI","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","PROTECTION","direct",48820,1,"Country Wide Intervention"
"11521","Resilience","UNFPA","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","PROTECTION","indirect",150000,1,"Country Wide Intervention"
"11529","Resilience","IMC","Country Wide","HLTH[RES1.1]Primary Health Care","[RES1.1.5]Mental Health","HEALTH","direct",55847,1,"Country Wide Intervention"
"11532","Resilience","UNHABITAT","Country Wide","SHLT[RES2.4]Affordable Housing","[RES2.4.4]Technical support to Municp.","SHELTER","direct",200979.165,1,"Country Wide Intervention"
"11539","Resilience","UNFPA","Country Wide","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","PROTECTION","indirect",795000,1,"Country Wide Intervention"
"11540","Resilience","UNHABITAT","Country Wide","SHLT[RES3.1]Housing Framework","[RES3.1.1]Assessment","SHELTER","direct",1e+05,1,"Country Wide Intervention"
"11544","Resilience","ILO","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","FOOD/LIVELIHOOD","direct",6e+05,1,"Country Wide Intervention"
"11546","Resilience","UNDP","Country Wide","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","JUSTICE","direct",3e+05,1,"Country Wide Intervention"
"11549","Resilience","UNDP","Country Wide","MUN[RES2.2]LDU linkages","[RES2.2.2]Mun LED plans","MUNICIPALITY","direct",1e+06,1,"Country Wide Intervention"
"11551","Resilience","UNDP","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","FOOD/LIVELIHOOD","direct",5e+05,1,"Country Wide Intervention"
"11552","Resilience","UNDP","Country Wide","MUN[RES2.2]LDU linkages","[RES2.2.3]Mun LDU staff trained","MUNICIPALITY","direct",1564200,1,"Country Wide Intervention"
"11553","Resilience","ILO","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","FOOD/LIVELIHOOD","direct",2e+06,1,"Country Wide Intervention"
"11555","Resilience","RI","Country Wide","FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","FOOD/LIVELIHOOD","direct",5e+05,1,"Country Wide Intervention"
"11556","Resilience","RI","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","PROTECTION","direct",62500,1,"Country Wide Intervention"
"11560","Resilience","UNICEF","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.2]Legal & Policy Framework","PROTECTION","indirect",250000,1,"Country Wide Intervention"
"11562","Resilience","UNWOMEN","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","PROTECTION","direct",3e+05,1,"Country Wide Intervention"
"11564","Resilience","UNDP","Country Wide","MUN[RES1.2]SWM","[RES1.2.4]Waster segregation pilots","MUNICIPALITY","direct",7e+05,1,"Country Wide Intervention"
"11569","Resilience","UNDP","Country Wide","MUN[RES3.1]Local Public Sector Services","[RES3.1.4]Legal Frmwk for investment","MUNICIPALITY","direct",2e+05,1,"Country Wide Intervention"
"11572","Resilience","IMC","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.3]Medical Equip/Supplies","HEALTH","direct",1826550,1,"Country Wide Intervention"
"11573","Resilience","UNDP","Country Wide","MUN[RES3.2]Mun. Systems","[RES3.2.1]Capacity Assessments","MUNICIPALITY","direct",8e+05,1,"Country Wide Intervention"
"11575","Resilience","UNDP","Country Wide","MUN[RES3.2]Mun. Systems","[RES3.2.2]Computerized mngt sys.","MUNICIPALITY","direct",3700000,1,"Country Wide Intervention"
"11578","Resilience","WHO","Country Wide","HLTH[RES3.1]Community Interventions","[RES3.1.3]Comm Services Elderly","HEALTH","direct",35000,1,"Country Wide Intervention"
"11580","Resilience","UNOPS","Country Wide","TRAN[2.3]Expand Road Networks","[RES2.3.3]Road Safety Awareness","TRANSPORT","direct",2e+05,1,"Country Wide Intervention"
"11586","Resilience","UNDP","Country Wide","MUN[RES1.1]Non-SW delivery","[RES1.1.1]Roads maintained","MUNICIPALITY","direct",9800000,1,"Country Wide Intervention"
"11589","Resilience","UNICEF","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.3]Families mobilized","PROTECTION","indirect",1200000,1,"Country Wide Intervention"
"11592","Resilience","UNHABITAT","Country Wide","MUN[RES3.3]Urban Financing","[RES3.3.2]Trainings on credit rating methodol","MUNICIPALITY","direct",353662,1,"Country Wide Intervention"
"11594","Resilience","WVI","Country Wide","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","PROTECTION","direct",48820,1,"Country Wide Intervention"
"11598","Resilience","UNICEF","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","PROTECTION","indirect",1500000,1,"Country Wide Intervention"
"11602","Resilience","UNDP","Country Wide","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.3]MSME Coordination","FOOD/LIVELIHOOD","direct",375308,1,"Country Wide Intervention"
"11604","Resilience","UNOPS","Country Wide","TRAN[1.4]Transpt Capacity in North","[RES1.4.1]Passenger Terminals","TRANSPORT","direct",5e+06,1,"Country Wide Intervention"
"11608","Resilience","WVI","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","PROTECTION","direct",48820,1,"Country Wide Intervention"
"11612","Resilience","UNDP","Country Wide","FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","FOOD/LIVELIHOOD","direct",366869,1,"Country Wide Intervention"
"11614","Resilience","WHO","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.4]HIS upgraded","HEALTH","direct",1200000,1,"Country Wide Intervention"
"11616","Resilience","UNFPA","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.4]HIS upgraded","HEALTH","indirect",1e+05,1,"Country Wide Intervention"
"11618","Resilience","UNICEF","Country Wide","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.4]HIS upgraded","HEALTH","indirect",928000,1,"Country Wide Intervention"
"11620","Resilience","UNDP","Country Wide","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","PROTECTION","direct",650000,1,"Country Wide Intervention"
"11623","Resilience","UNDP","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.1]Capacity of MoJ/Courts","JUSTICE","direct",6e+06,1,"Country Wide Intervention"
"11626","Resilience","UNDP","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","JUSTICE","direct",5e+05,1,"Country Wide Intervention"
"11629","Resilience","UNOPS","Country Wide","MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","MUNICIPALITY","direct",150000,1,"Country Wide Intervention"
"11632","Resilience","UNICEF","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","JUSTICE","indirect",50000,1,"Country Wide Intervention"
"11636","Resilience","UNICEF","Country Wide","JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","JUSTICE","indirect",50000,1,"Country Wide Intervention"
"11641","Resilience","WVI","Country Wide","WASH[RES3.1]WASH in Schools","[RES3.1.4]Hygiene materials","WASH","",48820,1,"Country Wide Intervention"
"11645","Resilience","UNDP","Country Wide","PROT[RES1.4]Soc Prot Services JOR","[RES1.4.5]Addiction Rehab.","PROTECTION","direct",3700000,1,"Country Wide Intervention"
