"","Governorate","sector","activity","Partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"1291","Irbid","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","ACTED","Liwa Qasabat Irbid",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1707,"Irbid","%"
"1292","Irbid","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","ACTED","Liwa Qasabat Irbid",,"2016-01",20,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1707,"Irbid","#"
"1293","Ma'an","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","Mercy Corps","Maan Governorate",,"2016-01",2100000,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1709,"MAAN","USD $"
"1294","Madaba","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","SCI","Madaba City",,"2016-01",350,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1710,"Madaba","#"
"1295","Madaba","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","SCI","Madaba City",,"2016-01",1300000,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1710,"Madaba","USD $"
"1296","Madaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Madaba Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1710,"Madaba","# female"
"1297","Madaba","WASH[RES1.3]Reinforce Trans","[RES1.3.1]Constr.Pipeline/Reservoirs","Mercy Corps","Madaba Governorate",,"2016-01",1e+06,"Reinforce Trans","WASH","Constr.Pipeline/Reservoirs",,1710,"Madaba","USD $"
"1298","Madaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Madaba Governorate",,"2016-01",5,"Teacher Training JOR","EDUCATION","Induction Training","direct",1710,"Madaba","#"
"1299","Madaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Madaba Governorate",,"2016-01",0,"Teacher Training JOR","EDUCATION","Induction Training","direct",1710,"Madaba","%"
"1300","Madaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Madaba Governorate",,"2016-01",19441,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1710,"Madaba","USD $"
"1301","Madaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Madaba Governorate",,"2016-01",480,"Teacher Training JOR","EDUCATION","Induction Training","direct",1710,"Madaba","USD $"
"1302","Madaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Madaba Governorate",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1710,"Madaba","%"
"1303","Madaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Madaba Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1710,"Madaba","# male"
"1304","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",30,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","# female"
"1305","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",30,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","# female"
"1306","Mafraq","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","ARDD-LA","Mafraq City",,"2015-01",152581,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","indirect",1711,"MAFRAQ","USD $"
"1307","Mafraq","EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity","[RES1.1.3]Studies and research","ARDD-LA","Mafraq City",,"2015-01",152581,"MoE Advocacy, Resource, Mngt Capacity","EDUCATION","Studies and research","indirect",1711,"MAFRAQ","USD $"
"1308","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",30,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","# male"
"1309","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",30,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","# male"
"1310","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","%"
"1311","Mafraq","EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity","[RES1.1.3]Studies and research","ARDD-LA","Mafraq City",,"2015-01",41.65,"MoE Advocacy, Resource, Mngt Capacity","EDUCATION","Studies and research","indirect",1711,"MAFRAQ","%"
"1312","Mafraq","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","ARDD-LA","Mafraq City",,"2015-01",0,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","indirect",1711,"MAFRAQ","#"
"1313","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNESCO","Mafraq City",,"2016-01",1220472,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1711,"MAFRAQ","USD $"
"1314","Mafraq","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","ARDD-LA","Mafraq City",,"2015-01",41.65,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","indirect",1711,"MAFRAQ","%"
"1315","Mafraq","EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity","[RES1.1.3]Studies and research","ARDD-LA","Mafraq City",,"2015-01",0,"MoE Advocacy, Resource, Mngt Capacity","EDUCATION","Studies and research","indirect",1711,"MAFRAQ","#"
"1316","Mafraq","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","SCI","Mafraq Governorate",,"2016-01",2e+06,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1711,"MAFRAQ","USD $"
"1317","Mafraq","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","Mercy Corps","Mafraq Governorate",,"2016-01",4e+05,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1711,"MAFRAQ","USD $"
"1318","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","ILO","Mafraq Governorate",,"2016-01",10,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1711,"MAFRAQ","#"
"1319","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","Mercy Corps","Mafraq Governorate",,"2016-01",3e+05,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","USD $"
"1320","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","Mercy Corps","Mafraq Governorate",,"2016-01",43750,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1711,"MAFRAQ","# men"
"1321","Mafraq","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","Mercy Corps","Mafraq Governorate",,"2016-01",2e+06,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1711,"MAFRAQ","USD $"
"1322","Mafraq","WASH[RES1.2]YWC Distribute Water","[RES1.2.3]Replace Tertiary  Distrb","ACF","Mafraq Governorate",,"2016-04",5e+05,"YWC Distribute Water","WASH","Replace Tertiary  Distrb",,1711,"MAFRAQ","USD $"
"1323","Mafraq","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","SCI","Mafraq Governorate",,"2016-01",1975,"Child Protection for JOR","PROTECTION","Comm. Based CP systems","direct",1711,"MAFRAQ","# girls"
"1324","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","ILO","Mafraq Governorate",,"2016-01",7e+05,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1711,"MAFRAQ","USD $"
"1325","Mafraq","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","SCI","Mafraq Governorate",,"2016-01",190,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1711,"MAFRAQ","#"
"1326","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","ILO","Mafraq Governorate",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1711,"MAFRAQ","%"
"1327","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Mafraq Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","# male"
"1328","Mafraq","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","CARE","Mafraq Governorate",,"2016-01",100,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1711,"MAFRAQ","%"
"1329","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","ILO","Mafraq Governorate",,"2016-01",2500,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","# men"
"1330","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Mafraq Governorate",,"2016-01",495,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","# male"
"1331","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","ILO","Mafraq Governorate",,"2016-01",2000,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","#"
"1332","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","Mercy Corps","Mafraq Governorate",,"2016-01",43750,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1711,"MAFRAQ","# girls"
"1333","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","Mercy Corps","Mafraq Governorate",,"2016-01",1250000,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1711,"MAFRAQ","USD $"
"1334","Mafraq","WASH[RES4.1]Ops Mngt","[RES4.1.1]Introduce work methods","ACF","Mafraq Governorate",,"2015-12",50000,"Ops Mngt","WASH","Introduce work methods","direct",1711,"MAFRAQ","USD $"
"1335","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","Mercy Corps","Mafraq Governorate",,"2016-01",262,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","# men"
"1336","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","Mercy Corps","Mafraq Governorate",,"2016-01",50000,"LED and PPPs","FOOD/LIVELIHOOD","LED implement  LDPs","direct",1711,"MAFRAQ","USD $"
"1337","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","Mercy Corps","Mafraq Governorate",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","LED implement  LDPs","direct",1711,"MAFRAQ","#"
"1338","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","ILO","Mafraq Governorate",,"2016-01",8e+05,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","USD $"
"1339","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","Mercy Corps","Mafraq Governorate",,"2016-01",1,"LED and PPPs","FOOD/LIVELIHOOD","LED implement  LDPs","direct",1711,"MAFRAQ","#"
"1340","Mafraq","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNWOMEN","Mafraq Governorate",,"2016-01",512836.25,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1711,"MAFRAQ","USD $"
"1341","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Mafraq Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","# female"
"1342","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Mafraq Governorate",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","%"
"1343","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","ILO","Mafraq Governorate",,"2016-01",7e+05,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1711,"MAFRAQ","USD $"
"1344","Mafraq","EDU[RES3.1]KG for JOR","[RES3.1.1]KG teachers trained on ECE","WVI","Mafraq Governorate",,"2015-10",48820,"KG for JOR","EDUCATION","KG teachers trained on ECE",,1711,"MAFRAQ","USD $"
"1345","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","ILO","Mafraq Governorate",,"2016-01",50,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1711,"MAFRAQ","#"
"1346","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","OXFAM","Mafraq Governorate",,"2016-01",266666,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1711,"MAFRAQ","USD $"
"1347","Mafraq","WASH[RES1.6]WAJ O&D capacity","[RES1.6.1]WAJ O&D","ACF","Mafraq Governorate",,"2016-04",50000,"WAJ O&D capacity","WASH","WAJ O&D","direct",1711,"MAFRAQ","USD $"
"1348","Mafraq","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","WVI","Mafraq Governorate",,"2015-10",8,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","direct",1711,"MAFRAQ","#"
"1349","Mafraq","WASH[RES1.6]WAJ O&D capacity","[RES1.6.1]WAJ O&D","ACF","Mafraq Governorate",,"2016-04",0,"WAJ O&D capacity","WASH","WAJ O&D","direct",1711,"MAFRAQ","%"
"1350","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Mafraq Governorate",,"2016-01",19441,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","USD $"
"1351","Mafraq","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","SCI","Mafraq Governorate",,"2016-01",2e+06,"Child Protection for JOR","PROTECTION","Comm. Based CP systems","direct",1711,"MAFRAQ","USD $"
"1352","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","OXFAM","Mafraq Governorate",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1711,"MAFRAQ","%"
"1353","Mafraq","WASH[RES4.1]Ops Mngt","[RES4.1.1]Introduce work methods","ACF","Mafraq Governorate",,"2015-12",0,"Ops Mngt","WASH","Introduce work methods","direct",1711,"MAFRAQ","%"
"1354","Mafraq","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNWOMEN","Mafraq Governorate",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1711,"MAFRAQ","%"
"1355","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","WVI","Mafraq Governorate",,"2015-10",100,"Teacher Training JOR","EDUCATION","Community Training","direct",1711,"MAFRAQ","%"
"1356","Mafraq","WASH[RES2.11]WW Hallabat","[RES2.11.1]WW Hallabat, Dlail, Khaldieh","Mercy Corps","Mafraq Governorate",,"2016-01",2500000,"WW Hallabat","WASH","WW Hallabat, Dlail, Khaldieh","direct",1711,"MAFRAQ","USD $"
"1357","Mafraq","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","CARE","Mafraq Governorate",,"2016-01",425,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1711,"MAFRAQ","#"
"1358","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","ILO","Mafraq Governorate",,"2016-01",100,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1711,"MAFRAQ","# women"
"1359","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","ILO","Mafraq Governorate",,"2016-01",300,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1711,"MAFRAQ","# men"
"1360","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","Mercy Corps","Mafraq Governorate",,"2016-01",250,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","# women"
"1361","Mafraq","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Mafraq Governorate",,"2016-01",495,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1711,"MAFRAQ","# female"
"1362","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Mafraq Governorate",,"2016-01",149,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1711,"MAFRAQ","# girls"
"1363","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","ILO","Mafraq Governorate",,"2016-01",800,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","# women"
"1364","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Mafraq Governorate",,"2016-01",135,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1711,"MAFRAQ","# men"
"1365","Mafraq","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","SCI","Mafraq Governorate",,"2016-01",1975,"Child Protection for JOR","PROTECTION","Comm. Based CP systems","direct",1711,"MAFRAQ","# boys"
"1366","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","WVI","Mafraq Governorate",,"2015-10",48820,"Teacher Training JOR","EDUCATION","Community Training","direct",1711,"MAFRAQ","USD $"
"1367","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Mafraq Governorate",,"2016-01",100,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1711,"MAFRAQ","%"
"1368","Mafraq","WASH[RES1.2]YWC Distribute Water","[RES1.2.3]Replace Tertiary  Distrb","ACF","Mafraq Governorate",,"2016-04",0,"YWC Distribute Water","WASH","Replace Tertiary  Distrb",,1711,"MAFRAQ","%"
"1369","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Mafraq Governorate",,"2016-01",50000,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1711,"MAFRAQ","USD $"
"1370","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","ILO","Mafraq Governorate",,"2016-01",20,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1711,"MAFRAQ","#"
"1371","Mafraq","EDU[RES3.1]KG for JOR","[RES3.1.1]KG teachers trained on ECE","WVI","Mafraq Governorate",,"2015-10",100,"KG for JOR","EDUCATION","KG teachers trained on ECE",,1711,"MAFRAQ","%"
"1372","Mafraq","FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.3]Short-Term Emplymt  for JOR","ILO","Mafraq Governorate",,"2016-01",0,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Short-Term Emplymt  for JOR","direct",1711,"MAFRAQ","%"
"1373","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Mafraq Governorate",,"2016-01",0,"Teacher Training JOR","EDUCATION","Induction Training","direct",1711,"MAFRAQ","%"
"1374","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","Mercy Corps","Mafraq Governorate",,"2016-01",325000,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1711,"MAFRAQ","USD $"
"1375","Mafraq","WASH[RES1.1]Rehab Wells","[RES1.1.1]Rehab Existing wells","ACF","Mafraq Governorate",,"2016-04",0,"Rehab Wells","WASH","Rehab Existing wells","Direct",1711,"MAFRAQ","%"
"1376","Mafraq","WASH[RES1.2]YWC Distribute Water","[RES1.2.3]Replace Tertiary  Distrb","Mercy Corps","Mafraq Governorate",,"2016-01",50000,"YWC Distribute Water","WASH","Replace Tertiary  Distrb",,1711,"MAFRAQ","USD $"
"1377","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","CARE","Mafraq Governorate",,"2016-01",250000,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1711,"MAFRAQ","USD $"
"1378","Mafraq","WASH[RES1.1]Rehab Wells","[RES1.1.1]Rehab Existing wells","ACF","Mafraq Governorate",,"2016-04",50000,"Rehab Wells","WASH","Rehab Existing wells","Direct",1711,"MAFRAQ","USD $"
"1379","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","OXFAM","Mafraq Governorate",,"2016-01",150,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1711,"MAFRAQ","# women"
"1380","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","OXFAM","Mafraq Governorate",,"2016-01",20,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1711,"MAFRAQ","#"
"1381","Mafraq","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","WVI","Mafraq Governorate",,"2015-10",48820,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","direct",1711,"MAFRAQ","USD $"
"1382","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","WVI","Mafraq Governorate",,"2015-10",10,"Teacher Training JOR","EDUCATION","Community Training","direct",1711,"MAFRAQ","#"
"1383","Mafraq","WASH[RES1.2]YWC Distribute Water","[RES1.2.1]Restrc. Transm. & Distribution","ACF","Mafraq Governorate",,"2016-03",250000,"YWC Distribute Water","WASH","Restrc. Transm. & Distribution",,1711,"MAFRAQ","USD $"
"1384","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","Mercy Corps","Mafraq Governorate",,"2016-01",43750,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1711,"MAFRAQ","# women"
"1385","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","ILO","Mafraq Governorate",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1711,"MAFRAQ","%"
"1386","Mafraq","EDU[RES3.1]KG for JOR","[RES3.1.1]KG teachers trained on ECE","WVI","Mafraq Governorate",,"2015-10",4,"KG for JOR","EDUCATION","KG teachers trained on ECE",,1711,"MAFRAQ","#"
"1387","Mafraq","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","Mercy Corps","Mafraq Governorate",,"2016-01",210,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1711,"MAFRAQ","#"
"1388","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Mafraq Governorate",,"2016-01",480,"Teacher Training JOR","EDUCATION","Induction Training","direct",1711,"MAFRAQ","USD $"
"1389","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","CARE","Mafraq Governorate",,"2016-01",20,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1711,"MAFRAQ","#"
"1390","Mafraq","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Mafraq Governorate",,"2016-01",5,"Teacher Training JOR","EDUCATION","Induction Training","direct",1711,"MAFRAQ","#"
"1391","Mafraq","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNWOMEN","Mafraq Governorate",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1711,"MAFRAQ","#"
"1392","Mafraq","PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","CARE","Mafraq Governorate",,"2016-01",100,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1711,"MAFRAQ","%"
"1393","Mafraq","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","Mercy Corps","Mafraq Governorate",,"2016-01",43750,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1711,"MAFRAQ","# boys"
"1394","Mafraq","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNWOMEN","Mafraq Governorate",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1711,"MAFRAQ","# women"
"1395","Mafraq","FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","Mercy Corps","Mafraq Governorate",,"2016-01",325000,"LED and PPPs","FOOD/LIVELIHOOD","Value Chain developed","direct",1711,"MAFRAQ","USD $"
"1396","Mafraq","FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNWOMEN","Mafraq Governorate",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1711,"MAFRAQ","# men"
"1397","Mafraq","WASH[RES1.2]YWC Distribute Water","[RES1.2.1]Restrc. Transm. & Distribution","ACF","Mafraq Governorate",,"2016-03",0,"YWC Distribute Water","WASH","Restrc. Transm. & Distribution",,1711,"MAFRAQ","%"
