"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"9594","Zarqa","FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.2]Awareness Nutr. Practices","Caritas","Zarqa Governorate",,"2016-12",34,"Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Awareness Nutr. Practices","direct",1712,"ZARQA","# girls"
"9595","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Caritas","Zarqa Governorate",,"2016-12",700,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# boys"
"9596","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Caritas","Zarqa Governorate",,"2016-12",700,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# girls"
"9597","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Caritas","Zarqa Governorate",,"2016-12",21186,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","USD $"
"9598","Zarqa","EDU[REF3.3]Alternative Education","[REF3.3.3]Life Skills","Caritas","Zarqa Governorate",,"2016-12",24717.6,"Alternative Education","EDUCATION","Life Skills","direct",1712,"ZARQA","USD $"
"9599","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","AVSI","Zarqa Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# men"
"9600","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","AVSI","Zarqa Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# girls"
"9601","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","MEDAIR","Zarqa Governorate",,"2016-12",0,"Integrated Community Intervs.","HEALTH","Community Mental Hlth services","direct",1712,"ZARQA","#"
"9602","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",350,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# women"
"9603","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",196,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# girls"
"9604","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",150,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# men"
"9605","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",1,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# CSP"
"9606","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",100,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","%"
"9607","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2016-08",84,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# boys"
"9608","Zarqa","EDU[REF3.1]EarlyChildhood","[REF3.1.2]KG facilitators recruited","Caritas","Zarqa Governorate",,"2016-12",2905.48,"EarlyChildhood","EDUCATION","KG facilitators recruited","direct",1712,"ZARQA","USD $"
"9609","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","MEDAIR","Zarqa Governorate",,"2016-12",50,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9610","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","MEDAIR","Zarqa Governorate",,"2016-12",272500,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","$"
"9611","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",4664,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9612","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",2632,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9613","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",779,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9614","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",6141,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9615","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",4120,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9616","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",20,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","%"
"9617","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",953,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9618","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",691,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9619","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",1766,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9620","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",1818,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9621","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",1999,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9622","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",2225,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9623","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Zarqa Governorate",,"2016-12",1612,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9624","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",474,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9625","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",184,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# FHH"
"9626","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",79,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# FHH"
"9627","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Zarqa Governorate",,"2016-12",524,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# girls"
"9628","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Zarqa Governorate",,"2016-12",11,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9629","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",0,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9630","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",3,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9631","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Zarqa Governorate",,"2016-12",10344,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1712,"ZARQA","# girls"
"9632","Zarqa","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","MEDAIR","Zarqa Governorate",,"2016-12",3,"Integrated Community Intervs.","HEALTH","Community Hlth Network","direct",1712,"ZARQA","#"
"9633","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",51838.3,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","$"
"9634","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",721.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9635","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",388.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9636","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",906.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9637","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","%"
"9638","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Zarqa Governorate",,"2016-12",1683.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9639","Zarqa","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","IOCC","Zarqa Governorate",,"2016-12",144,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1712,"ZARQA","# of women"
"9640","Zarqa","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","IOCC","Zarqa Governorate",,"2016-12",145,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1712,"ZARQA","# of men"
"9641","Zarqa","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","AVSI","Zarqa Governorate",,"2016-12",0,"Acces to Formal Education","EDUCATION","Remedial Education","direct",1712,"ZARQA","#"
"9642","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Zarqa Governorate",,"2016-12",250,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1712,"ZARQA","# of boys"
"9643","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","CARE","Zarqa Governorate",,"2016-12",25,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1712,"ZARQA","# women"
"9644","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","CARE","Zarqa Governorate",,"2016-12",30,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1712,"ZARQA","# youth"
"9645","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",25.2,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","%"
"9646","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","Caritas","Zarqa Governorate",,"2016-12",6709,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","$"
"9647","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","Caritas","Zarqa Governorate",,"2016-12",61.8,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","#"
"9648","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","Caritas","Zarqa Governorate",,"2016-12",23.2,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","#"
"9649","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",26.6,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","%"
"9650","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",0,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","%"
"9651","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",545,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","# girls"
"9652","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",25.5,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","%"
"9653","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","Caritas","Zarqa Governorate",,"2016-12",100,"Safe, Violence Free Envirn","EDUCATION","Engage Parents & Communities","direct",1712,"ZARQA","%"
"9654","Zarqa","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","Caritas","Zarqa Governorate",,"2016-12",643,"Safe, Violence Free Envirn","EDUCATION","Engage Parents & Communities","direct",1712,"ZARQA","USD $"
"9655","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2018-12",32278,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","USD $"
"9656","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Zarqa Governorate",,"2018-12",1,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# CSP"
"9657","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Zarqa Governorate",,"2016-12",578,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","# boys"
"9658","Zarqa","PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","Caritas","Zarqa Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION","Registration and Profiling","direct",1712,"ZARQA","# men"
"9659","Zarqa","PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","Caritas","Zarqa Governorate",,"2016-12",1,"Refugee Rights Respected","PROTECTION","Registration and Profiling","direct",1712,"ZARQA","#"
"9660","Zarqa","PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","Caritas","Zarqa Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION","Registration and Profiling","direct",1712,"ZARQA","# girls"
"9661","Zarqa","PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","Caritas","Zarqa Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION","Registration and Profiling","direct",1712,"ZARQA","# boys"
"9662","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","IRD","Zarqa Governorate",,"2016-02",20000,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","$"
"9663","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","IRD","Zarqa Governorate",,"2016-02",9,"Essential Primary Health Care","HEALTH","Improved NCD Mngt","direct",1712,"ZARQA","#"
"9664","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Zarqa Governorate",,"2016-12",3008,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9665","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Zarqa Governorate",,"2016-12",9085557,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","$"
"9666","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Zarqa Governorate",,"2016-12",7388,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9667","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Zarqa Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# boys"
"9668","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Zarqa Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# boys"
"9669","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Zarqa Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# girls"
"9670","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Zarqa Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# girls"
"9671","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Zarqa Governorate",,"2016-12",750000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","USD $"
"9672","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Zarqa Governorate",,"2016-12",250,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# women"
"9673","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Zarqa Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","%"
"9674","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Zarqa Governorate",,"2016-12",50,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","# girls"
"9675","Zarqa","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Zarqa Governorate",,"2016-12",2542,"SGBV","PROTECTION","Community members engaged","direct",1712,"ZARQA","USD $"
"9676","Zarqa","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","NICCOD","Zarqa Governorate",,"2016-02",563,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1712,"ZARQA","# girls"
"9677","Zarqa","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","IMC","Zarqa Governorate",,"2016-12",75,"Secondary/Tertiary Care","HEALTH","Mental Health (Secondary)","direct",1712,"ZARQA","%"
"9678","Zarqa","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","IMC","Zarqa Governorate",,"2016-12",16390,"Secondary/Tertiary Care","HEALTH","Mental Health (Secondary)","direct",1712,"ZARQA","$"
"9679","Zarqa","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","IMC","Zarqa Governorate",,"2016-12",135,"Secondary/Tertiary Care","HEALTH","Mental Health (Secondary)","direct",1712,"ZARQA","#"
"9680","Zarqa","JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","Caritas","Zarqa Governorate",,"2016-12",40,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1712,"ZARQA","# men"
"9681","Zarqa","JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","Caritas","Zarqa Governorate",,"2016-12",0,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1712,"ZARQA","%"
"9682","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","NICCOD","Zarqa Governorate",,"2016-12",193,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9683","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","CARE","Zarqa Governorate",,"2016-12",405,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# men"
"9684","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","CARE","Zarqa Governorate",,"2016-12",945,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1712,"ZARQA","# men"
"9685","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","NICCOD","Zarqa Governorate",,"2016-12",97,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9686","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","NICCOD","Zarqa Governorate",,"2016-12",147500,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","$"
"9687","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","NICCOD","Zarqa Governorate",,"2016-12",90,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9688","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",8,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# girls"
"9689","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",10,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# men"
"9690","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",400,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","USD $"
"9691","Zarqa","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","Caritas","Zarqa Governorate",,"2016-12",200,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1712,"ZARQA","# men"
"9692","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","AVSI","Zarqa Governorate",,"2016-12",5,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1712,"ZARQA","# HH"
"9693","Zarqa","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","NICCOD","Zarqa Governorate",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1712,"ZARQA","#"
"9694","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","AVSI","Zarqa Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1712,"ZARQA","# girls"
"9695","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",18,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# girls"
"9696","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",500,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# women"
"9697","Zarqa","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","IRC","Zarqa Governorate",,"2016-12",5,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1712,"ZARQA","# men"
"9698","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","AVSI","Zarqa Governorate",,"2016-12",15,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1712,"ZARQA","#"
"9699","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",4,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9700","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",9,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# men"
"9701","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# boys"
"9702","Zarqa","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","AVSI","Zarqa Governorate",,"2016-12",11,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1712,"ZARQA","# women"
