,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,Value,Units,location,region,poptype
4608,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Girls (Age 0-17) receiving assistive tools,Zaatari Camp,Girls,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2,# of benef,District 10,North,Camp
4615,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,LWF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,85,# of benef,District 5,North,Camp
4616,PROTECTION,1/2/2015,Child Protection,REF4,# # of SC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of SC provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,7,# of benef,Campwide,North,Camp
4626,PROTECTION,1/2/2015,Child Protection,REF4,# # of other child protection cases provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,33,# of benef,Campwide,North,Camp
4630,PROTECTION,1/1/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,9,# of benef,Campwide,North,Camp
4633,PROTECTION,1/2/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Women (Age 18 and above) benefiting from legal information, counseling and /or representation",Zaatari Camp,Women,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,189,# of benef,Campwide,North,Camp
4635,PROTECTION,1/2/2015,Child Protection,REF4,# # experiencing violence in the schools provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,# of benef,Campwide,North,Camp
4638,PROTECTION,1/2/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2,# of benef,Campwide,North,Camp
4639,PROTECTION,1/2/2015,Child Protection,REF4,# # of SC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of SC provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,6,# of benef,Campwide,North,Camp
4651,PROTECTION,1/2/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,5,# of benef,Campwide,North,Camp
3508,SHELTER,1/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,113,# of benef,Campwide,North,Camp
3520,SHELTER,1/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,97,# of benef,Campwide,North,Camp
3543,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,177,# of benef,Campwide,North,Camp
3547,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,190,# of benef,Campwide,North,Camp
3559,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,238,# of benef,Campwide,North,Camp
3568,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,224,# of benef,Campwide,North,Camp
3569,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,Zaatari Camp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1603,# of benef,Campwide,North,Camp
3574,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,Zaatari Camp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,577,# of benef,Campwide,North,Camp
3576,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,Zaatari Camp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1053,# of benef,Campwide,North,Camp
3583,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,Zaatari Camp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1421,# of benef,Campwide,North,Camp
3622,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,Zaatari Camp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,659,# of benef,Campwide,North,Camp
3656,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,Zaatari Camp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,433,# of benef,Campwide,North,Camp
3747,SHELTER,1/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,90,# of benef,Campwide,North,Camp
3756,SHELTER,1/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,120,# of benef,Campwide,North,Camp
3865,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,Zaatari Camp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,933,# of benef,Campwide,North,Camp
3896,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Men,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,186,# of benef,Campwide,North,Camp
4130,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,134,# of benef,Campwide,North,Camp
4169,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,316,# of benef,Campwide,North,Camp
4258,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Women,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,87,# of benef,Campwide,North,Camp
4485,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,116,# of benef,Campwide,North,Camp
4499,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Men,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,79,# of benef,Campwide,North,Camp
4534,SHELTER,1/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,Zaatari Camp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,391,# of benef,Campwide,North,Camp
4540,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,279,# of benef,Campwide,North,Camp
4581,SHELTER,1/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,Zaatari Camp,Women,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,209,# of benef,Campwide,North,Camp
3497,WASH,1/1/2015,Hygiene promotion,[REF3.2]School/Clinic Hygiene Promt.,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17) - reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,24,# of benef,District 5,North,Camp
3499,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,85,# of benef,District 6,North,Camp
3511,WASH,1/2/2015,Hygiene promotion,[REF3.2]School/Clinic Hygiene Promt.,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17) - reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,25,# of benef,District 5,North,Camp
3513,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1233,# of benef,District 6,North,Camp
3537,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,20,# of benef,District 6,North,Camp
3541,WASH,1/1/2015,Hygiene promotion,[REF3.2]School/Clinic Hygiene Promt.,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17) - reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,126,# of benef,District 5,North,Camp
3549,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,20,# of benef,District 6,North,Camp
3593,WASH,1/2/2015,Access to Sanitation,[REF2.3]Sanitation in School/Clinics,# access to gender appropriate sanitation facilities in the schools,Camps Syrian Boys (Age 0-17) - having access to gender appropriate sanitation facilities in the schools,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1958,# of benef,District 8,North,Camp
3601,WASH,1/1/2015,Access to Sanitation,[REF2.1]San/Waste Water Collection,"# with access to secure, clean and culturally appropriate sanitation facilities","Camps Syrian Men (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,8,# of benef,District 7,North,Camp
3608,WASH,1/1/2015,Access to Sanitation,[REF2.3]Sanitation in School/Clinics,# access to gender appropriate sanitation facilities in the schools,Camps Syrian Girls (Age 0-17) - having access to gender appropriate sanitation facilities in the schools,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1849,# of benef,District 8,North,Camp
3634,WASH,1/2/2015,Access to Sanitation,[REF2.3]Sanitation in School/Clinics,# access to gender appropriate sanitation facilities in the schools,Camps Syrian Girls (Age 0-17) - having access to gender appropriate sanitation facilities in the schools,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1849,# of benef,District 8,North,Camp
3661,WASH,1/1/2015,Access to Sanitation,[REF2.3]Sanitation in School/Clinics,# access to gender appropriate sanitation facilities in the schools,Camps Syrian Boys (Age 0-17) - having access to gender appropriate sanitation facilities in the schools,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1958,# of benef,District 8,North,Camp
3713,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1605,# of benef,District 6,North,Camp
3844,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,156,# of benef,District 5,North,Camp
3869,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,178,# of benef,District 7,North,Camp
3870,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,166,# of benef,District 7,North,Camp
3923,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,16,# of benef,District 5,North,Camp
3924,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,94,# of benef,District 5,North,Camp
3927,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,205,# of benef,District 5,North,Camp
3953,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,20,# of benef,District 6,North,Camp
3954,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1157,# of benef,District 6,North,Camp
3966,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,61,# of benef,District 5,North,Camp
4015,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,230,# of benef,District 8,North,Camp
4016,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,462,# of benef,District 8,North,Camp
4017,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,457,# of benef,District 8,North,Camp
4073,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1075,# of benef,District 6,North,Camp
4089,WASH,1/1/2015,Access to Sanitation,[REF2.1]San/Waste Water Collection,"# with access to secure, clean and culturally appropriate sanitation facilities","Camps Syrian Women (Age 18 and above) -with access to secure, clean and culturally appropriate sanitation facilities",Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,7,# of benef,District 7,North,Camp
4110,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2830,# of benef,District 7,North,Camp
4115,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2476,# of benef,District 7,North,Camp
4235,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,113,# of benef,District 7,North,Camp
4384,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2888,# of benef,District 8,North,Camp
4386,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2345,# of benef,District 8,North,Camp
4484,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,83,# of benef,District 3,North,Camp
4490,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,20,# of benef,District 8,North,Camp
4502,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,146,# of benef,District 8,North,Camp
4543,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,391,# of benef,District 8,North,Camp
4552,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,112,# of benef,District 3,North,Camp
4556,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,106,# of benef,District 7,North,Camp
4574,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,8,# of benef,District 3,North,Camp
4594,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Men (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,5805,# of benef,District 7,North,Camp
4595,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2732,# of benef,District 7,North,Camp
4611,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,27,# of benef,District 3,North,Camp
4621,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,20,# of benef,District 4,North,Camp
4623,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,379,# of benef,District 8,North,Camp
4629,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,64,# of benef,District 4,North,Camp
4640,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Women (Age 18 and above)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Women,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,14,# of benef,District 4,North,Camp
4642,WASH,1/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Boys (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Boys,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,12,# of benef,District 4,North,Camp
4647,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages on key hygiene practices,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,209,# of benef,District 4,North,Camp
4647,WASH,1/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,,Camps Syrian Girls (Age 0-17)reached through hygiene messages and demonstrate knowledge of key hygiene practices,Zaatari Camp,Girls,JEN,Camp    - ,Indirect appeal,UNICEF,Yes,0,# of benef,District 2,North,Camp
